Gene symbol	Shprmt1 /Scrmbl	Siprmt1 /Scrmbl	ShprmtOE /Scrmbl	ShprmtOE /Shprmt1	Scrmbl	Shprmt1	Siprmt1	ShprmtOE
LOC101929565	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FAM71A	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
BATF3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SPATA45	1.000	1.546	1.000	1.000	0.000	0.000	0.629	0.000
PROX1-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00538	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
KCNK2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC102723833	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ESRRG	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00210	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101929631	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TGFB2-OT1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SLC30A10	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MARK1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01352	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
HLX-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C1orf140	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101929771	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CCDC185	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927143	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LEFTY2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MIXL1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C1orf95	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ITPKB-IT1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZNF678	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZNF847P	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PRSS38	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
WNT9A	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
WNT3A	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
IBA57-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C1orf145	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TRIM17	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
HIST3H3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
HIST3H2BB	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
BTNL10	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927478	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
AGT	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CAPN9	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927604	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC149373	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SNRPD2P2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00582	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DISC1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DISC1-IT1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927683	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MAP10	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01354	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00184	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927787	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SNORA14B	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NID1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ACTN2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MT1HL1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZP4	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01139	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CHRM3	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
CHRM3-AS2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CHRM3-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
RPS7P5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FMN2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GREM2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
WDR64	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
BECN2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PLD5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC339529	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
C1orf100	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C1orf101	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
LOC255654	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01341	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZNF670-ZNF695	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NLRP3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2B11	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2W5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GCSAML	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GCSAML-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2C3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2G2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2G3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR13G1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR6F1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR1C1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR14A16	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR11L1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2W3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T8	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2L13	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2L8	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2AK2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2L1P	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2L5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2L2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2L3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2M1P	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2M5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2M2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2M3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2M4	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T33	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T12	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2M7	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR14C36	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T4	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T6	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2G6	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T29	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T34	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T10	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T11	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T35	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR2T27	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR14I1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101928226	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LYPD8	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TUBB8	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
LOC101927762	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00200	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ADARB2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ADARB2-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00700	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00701	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927964	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00702	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00703	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00705	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
AKR1C8P	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
UCN3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CALML5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CALML3-AS1	1.000	1.819	1.000	1.000	0.000	0.000	0.863	0.000
CALML3	1.000	1.819	1.000	1.000	0.000	0.000	0.863	0.000
IL2RA	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC399715	1.000	2.911	1.000	1.000	0.000	0.000	1.542	0.000
LINC00706	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00707	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ITIH5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ITIH2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00708	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC105755953	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101928272	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00709	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101928298	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101928322	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SFTA1P	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00710	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CELF2-AS2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CCDC3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
UCMA	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101928453	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MEIG1	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
OLAH	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ITGA8	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C1QL3	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
CUBN	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
VIM-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ST8SIA6	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ST8SIA6-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MRC1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SLC39A12	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SLC39A12-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MALRD1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101928834	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf113	1.000	1.546	1.000	1.000	0.000	0.000	0.629	0.000
CASC10	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SKIDA1	1.000	1.819	1.000	1.000	0.000	0.000	0.863	0.000
EBLN1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
COMMD3-BMI1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PTF1A	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01552	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01516	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GPR158-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00836	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101929073	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GAD2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
APBB1IP	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PTCHD3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01517	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00837	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf126	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LYZL1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101929279	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
LYZL2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SVILP1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZEB1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC102031319	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101929431	1.000	1.819	1.000	1.000	0.000	0.000	0.863	0.000
LINC00838	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PARD3-AS1	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
ANKRD30A	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00993	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC100129055	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ACTR3BP5	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC441666	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CCNYL2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00839	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01264	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FXYD4	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZNF487	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZNF32-AS3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00841	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf142	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TMEM72-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
RSU1P2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ANKRD30BP3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OR13A1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC102724323	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NPY4R	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CH17-360D5.1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00842	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ANTXRL	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ANXA8L1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GDF2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GDF10	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GLUD1P7	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LRRC18	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FAM170B-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FAM170B	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf128	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf71-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf71	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DRGX	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CHAT	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SLC18A3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf53	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC102724719	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MBL2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PCDH15	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00844	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CCHE1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PHYHIPL	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MRLN	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01553	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00845	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
TMEM26	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TMEM26-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf107	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC283045	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZNF365	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
EGR2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01515	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CTNNA3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101928961	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LRRTM3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MYPN	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SNORD98	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NEUROG3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NPFFR1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NODAL	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CDH23	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC102723377	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf105	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DUPD1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
KCNMA1-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
KCNMA1-AS2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
KCNMA1-AS3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00856	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00595	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ZMIZ1-AS1	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
SFTPA1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MBL1P	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SFTPD	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PLAC9	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DYDC1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DYDC2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NRG3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NRG3-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf99	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CDHR1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LRIT2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LRIT1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
RGR	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01519	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101929646	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101929662	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01520	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GRID1-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OPN4	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NUTM2D	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00864	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
RNLS	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
LIPJ	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LIPK	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LIPN	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LIPM	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
IFIT1B	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SLC16A12-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00865	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01375	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101926942	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
HTR7	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ANKRD1	1.000	1.546	1.000	1.000	0.000	0.000	0.629	0.000
XLOC_008559	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00502	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
MARK2P9	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CYP26C1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CYP26A1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LGI1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CYP2C8	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf131	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DNTT	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
OPALIN	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SLIT1-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00866	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01475	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CPN1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
WNT8B	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01514	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FGF8	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf32-ASMT	1.000	1.819	1.000	1.000	0.000	0.000	0.863	0.000
INA	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CALHM1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NEURL1-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927523	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SORCS3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SORCS3-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC101927549	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
SORCS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01435	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
RNU6-53P	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
RBM20	1.000	2.638	1.000	1.000	0.000	0.000	1.400	0.000
TECTB	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GUCY2GP	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PLEKHS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TDRD1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LOC102724589	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ATRNL1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GFRA1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
CCDC172	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PNLIPRP3	1.000	1.546	1.000	1.000	0.000	0.000	0.629	0.000
PNLIP	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PNLIPRP1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf82	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
KCNK18	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
EMX2	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
LINC00867	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
PRLHR	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
ARMS2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf120	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
DMBT1P1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FAM24A	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
HMX3	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
HMX2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
GPR26	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
CPXM2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NKX1-2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TEX36-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TEX36	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC00601	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
C10orf90	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
NPS	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
FOXI2	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01163	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
EBF3	1.000	2.092	1.000	1.000	0.000	0.000	1.065	0.000
LINC00959	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TCERG1L	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
TCERG1L-AS1	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
LINC01166	1.000	1.273	1.000	1.000	0.000	0.000	0.348	0.000
LINC01167	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
